"","Top Ave. (C)","Upstream leg Ave. (C)","Downstream leg Ave. (C)","Lower Ave. (C)"
"39:31:00","22.560","22.628","22.648","22.486"
"39:32:00","22.556","22.628","22.646","22.486"
"39:33:00","22.555","22.629","22.644","22.486"
"39:34:00","22.555","22.629","22.646","22.484"
"39:35:00","22.552","22.624","22.644","22.483"
"39:36:00","22.553","22.624","22.642","22.484"
"39:37:00","22.552","22.622","22.642","22.483"
"39:38:00","22.553","22.618","22.642","22.484"
"39:39:00","22.554","22.619","22.641","22.484"
"39:40:00","22.555","22.616","22.639","22.482"
"39:40:00","22.555","22.616","22.639","22.482"
"39:41:00","22.556","22.621","22.641","22.481"
"39:42:00","22.555","22.622","22.642","22.483"
"39:43:00","22.553","22.623","22.639","22.482"
"39:44:00","22.554","22.622","22.643","22.481"
"39:45:00","22.553","22.623","22.642","22.484"
"39:46:00","22.554","22.621","22.641","22.483"
"39:47:00","22.555","22.622","22.642","22.482"
"39:48:00","22.554","22.621","22.640","22.483"
"39:49:00","22.552","22.620","22.640","22.480"
"39:50:00","22.552","22.620","22.640","22.480"
"39:51:00","22.553","22.623","22.644","22.480"
"39:52:00","22.555","22.622","22.643","22.479"
"39:53:00","22.553","22.623","22.644","22.481"
"39:54:00","22.555","22.623","22.641","22.481"
"39:55:00","22.552","22.623","22.638","22.482"
"39:56:00","22.552","22.623","22.641","22.480"
"39:57:00","22.553","22.623","22.640","22.481"
"39:58:00","22.553","22.624","22.640","22.482"
"39:59:00","22.555","22.623","22.642","22.482"
"40:00:00","22.555","22.624","22.644","22.482"
"40:00:00","22.555","22.624","22.644","22.482"
"40:01:00","22.559","22.626","22.647","22.483"
"40:02:00","22.561","22.627","22.647","22.483"
"40:03:00","22.562","22.628","22.647","22.486"
"40:04:00","22.561","22.627","22.647","22.483"
"40:05:00","22.559","22.624","22.647","22.486"
"40:06:00","22.558","22.621","22.646","22.487"
"40:07:00","22.557","22.619","22.641","22.486"
"40:08:00","22.555","22.618","22.639","22.486"
"40:09:00","22.557","22.619","22.640","22.485"
"40:10:00","22.557","22.622","22.642","22.487"
"40:11:00","22.558","22.623","22.642","22.485"
"40:12:00","22.556","22.619","22.641","22.487"
"40:13:00","22.554","22.615","22.636","22.485"
"40:14:00","22.556","22.620","22.637","22.483"
"40:15:00","22.558","22.620","22.642","22.485"
"40:16:00","22.556","22.619","22.641","22.484"
"40:17:00","22.559","22.619","22.641","22.486"
"40:18:00","22.560","22.618","22.641","22.484"
"40:19:00","22.558","22.621","22.642","22.483"
"40:20:00","22.556","22.619","22.638","22.482"
"40:20:00","22.556","22.619","22.638","22.482"
"40:21:00","22.553","22.616","22.638","22.483"
"40:22:00","22.553","22.619","22.641","22.485"
"40:23:00","22.554","22.620","22.639","22.484"
"40:24:00","22.556","22.615","22.639","22.486"
"40:25:00","22.556","22.617","22.642","22.487"
"40:26:00","22.558","22.621","22.643","22.485"
"40:27:00","22.558","22.621","22.644","22.487"
"40:28:00","22.558","22.618","22.644","22.485"
"40:29:00","22.560","22.621","22.646","22.487"
"40:30:00","22.561","22.623","22.646","22.487"
"40:31:00","22.559","22.624","22.648","22.487"
"40:32:00","22.560","22.619","22.643","22.486"
"40:33:00","22.557","22.619","22.642","22.486"
"40:34:00","22.556","22.620","22.642","22.486"
"40:35:00","22.557","22.623","22.644","22.487"
"40:36:00","22.558","22.621","22.643","22.485"
"40:37:00","22.557","22.622","22.642","22.487"
"40:38:00","22.557","22.626","22.646","22.486"
"40:39:00","22.552","22.626","22.645","22.486"
"40:40:00","22.554","22.627","22.644","22.485"
"40:40:00","22.554","22.627","22.644","22.485"
"40:41:00","22.559","22.629","22.646","22.485"
"40:42:00","22.557","22.632","22.648","22.487"
"40:43:00","22.560","22.629","22.645","22.487"
"40:44:00","22.558","22.627","22.647","22.485"
"40:45:00","22.558","22.627","22.648","22.487"
"40:46:00","22.560","22.628","22.649","22.486"
"40:47:00","22.558","22.629","22.648","22.488"
"40:48:00","22.554","22.628","22.648","22.486"
"40:49:00","22.558","22.628","22.646","22.483"
"40:50:00","22.557","22.627","22.647","22.485"
"40:51:00","22.557","22.630","22.645","22.486"
"40:52:00","22.556","22.628","22.647","22.487"
"40:53:00","22.556","22.626","22.644","22.486"
"40:54:00","22.555","22.628","22.646","22.486"
"40:55:00","22.556","22.632","22.647","22.484"
"40:56:00","22.558","22.628","22.647","22.485"
"40:57:00","22.558","22.626","22.646","22.485"
"40:58:00","22.559","22.626","22.646","22.487"
"40:59:00","22.560","22.628","22.646","22.486"
"41:00:00","22.566","22.630","22.650","22.488"
"41:00:00","22.566","22.630","22.650","22.488"
"41:01:00","22.566","22.629","22.651","22.486"
"41:02:00","22.563","22.627","22.650","22.486"
"41:03:00","22.563","22.624","22.646","22.487"
"41:04:00","22.563","22.627","22.650","22.487"
"41:05:00","22.562","22.626","22.649","22.491"
"41:06:00","22.561","22.624","22.647","22.487"
"41:07:00","22.557","22.621","22.644","22.487"
"41:08:00","22.556","22.620","22.642","22.486"
"41:09:00","22.555","22.618","22.639","22.487"
"41:10:00","22.556","22.617","22.641","22.488"
"41:11:00","22.553","22.615","22.639","22.486"
"41:12:00","22.554","22.618","22.638","22.485"
"41:13:00","22.556","22.621","22.641","22.487"
"41:14:00","22.559","22.624","22.644","22.487"
"41:15:00","22.556","22.623","22.643","22.485"
"41:16:00","22.557","22.623","22.645","22.487"
"41:17:00","22.557","22.625","22.643","22.487"
"41:18:00","22.557","22.624","22.646","22.488"
"41:19:00","22.561","22.628","22.647","22.487"
"41:20:00","22.563","22.635","22.650","22.489"
"41:20:00","22.563","22.635","22.650","22.489"
"41:21:00","22.563","22.636","22.651","22.489"
"41:22:00","22.561","22.633","22.648","22.487"
"41:23:00","22.562","22.634","22.649","22.487"
"41:24:00","22.563","22.630","22.646","22.488"
"41:25:00","22.559","22.633","22.647","22.487"
"41:26:00","22.557","22.631","22.646","22.488"
"41:27:00","22.557","22.632","22.647","22.489"
"41:28:00","22.561","22.639","22.652","22.488"
"41:29:00","22.562","22.640","22.651","22.490"
"41:30:00","22.562","22.640","22.652","22.490"
"41:31:00","22.561","22.638","22.655","22.489"
"41:32:00","22.566","22.637","22.656","22.489"
"41:33:00","22.563","22.635","22.653","22.491"
"41:34:00","22.562","22.629","22.649","22.489"
"41:35:00","22.561","22.629","22.646","22.489"
"41:36:00","22.562","22.626","22.646","22.489"
"41:37:00","22.559","22.624","22.647","22.490"
"41:38:00","22.560","22.624","22.647","22.488"
"41:39:00","22.559","22.627","22.646","22.489"
"41:40:00","22.561","22.632","22.649","22.489"
"41:40:00","22.561","22.632","22.649","22.489"
"41:41:00","22.561","22.637","22.653","22.489"
"41:42:00","22.561","22.634","22.652","22.491"
"41:43:00","22.562","22.633","22.649","22.491"
"41:44:00","22.564","22.635","22.650","22.490"
"41:45:00","22.565","22.631","22.654","22.492"
"41:46:00","22.564","22.634","22.653","22.491"
"41:47:00","22.565","22.633","22.653","22.492"
"41:48:00","22.563","22.629","22.649","22.490"
"41:49:00","22.560","22.628","22.649","22.490"
"41:50:00","22.560","22.629","22.653","22.484"
"41:51:00","22.562","22.631","22.654","22.484"
"41:52:00","22.557","22.633","22.652","22.479"
"41:53:00","22.555","22.633","22.652","22.474"
"41:54:00","22.553","22.635","22.654","22.468"
"41:55:00","22.548","22.637","22.655","22.464"
"41:56:00","22.543","22.634","22.655","22.460"
"41:57:00","22.538","22.629","22.651","22.452"
"41:58:00","22.531","22.629","22.651","22.444"
"41:59:00","22.523","22.624","22.647","22.440"
"42:00:00","22.516","22.622","22.646","22.430"
"42:00:00","22.516","22.622","22.646","22.430"
"42:01:00","22.513","22.621","22.644","22.421"
"42:02:00","22.508","22.623","22.643","22.418"
"42:03:00","22.502","22.623","22.642","22.412"
"42:04:00","22.498","22.619","22.641","22.404"
"42:05:00","22.490","22.613","22.637","22.397"
"42:06:00","22.482","22.614","22.632","22.392"
"42:07:00","22.479","22.615","22.634","22.384"
"42:08:00","22.479","22.612","22.631","22.382"
"42:09:00","22.475","22.608","22.628","22.379"
"42:10:00","22.473","22.609","22.628","22.377"
"42:11:00","22.473","22.609","22.627","22.374"
"42:12:00","22.473","22.612","22.625","22.370"
"42:13:00","22.469","22.615","22.626","22.369"
