"","Top Ave. (C)","Upstream leg Ave. (C)","Downstream leg Ave. (C)","Lower Ave. (C)"
"09:14:00","22.192","22.444","22.406","21.982"
"09:15:00","22.187","22.439","22.400","21.980"
"09:16:00","22.183","22.432","22.394","21.977"
"09:17:00","22.180","22.423","22.387","21.975"
"09:18:00","22.173","22.414","22.380","21.973"
"09:19:00","22.174","22.409","22.375","21.971"
"09:20:00","22.173","22.404","22.370","21.969"
"09:20:00","22.173","22.404","22.370","21.969"
"09:21:00","22.165","22.393","22.364","21.966"
"09:22:00","22.161","22.390","22.359","21.963"
"09:23:00","22.162","22.388","22.358","21.963"
"09:24:00","22.161","22.390","22.356","21.963"
"09:25:00","22.155","22.383","22.354","21.961"
"09:26:00","22.148","22.375","22.346","21.958"
"09:27:00","22.145","22.373","22.341","21.956"
"09:28:00","22.146","22.368","22.336","21.955"
"09:29:00","22.143","22.365","22.333","21.954"
"09:30:00","22.140","22.364","22.334","21.950"
"09:31:00","22.137","22.360","22.330","21.950"
"09:32:00","22.138","22.358","22.325","21.946"
"09:33:00","22.136","22.358","22.322","21.944"
"09:34:00","22.132","22.352","22.319","21.944"
"09:35:00","22.131","22.350","22.315","21.944"
"09:36:00","22.132","22.352","22.319","21.943"
"09:37:00","22.129","22.351","22.313","21.940"
"09:38:00","22.126","22.345","22.308","21.939"
"09:39:00","22.123","22.343","22.307","21.936"
"09:40:00","22.122","22.341","22.305","21.935"
"09:40:00","22.122","22.341","22.305","21.935"
"09:41:00","22.118","22.334","22.299","21.931"
"09:42:00","22.117","22.335","22.297","21.930"
"09:43:00","22.119","22.334","22.299","21.929"
"09:44:00","22.121","22.335","22.301","21.927"
"09:45:00","22.121","22.334","22.299","21.929"
"09:46:00","22.116","22.333","22.295","21.927"
"09:47:00","22.113","22.331","22.295","21.925"
"09:48:00","22.113","22.329","22.294","21.925"
"09:49:00","22.112","22.332","22.293","21.923"
"09:50:00","22.115","22.332","22.293","21.922"
"09:51:00","22.112","22.329","22.291","21.922"
"09:52:00","22.111","22.333","22.293","21.921"
"09:53:00","22.114","22.338","22.296","21.920"
"09:54:00","22.116","22.343","22.302","21.920"
"09:55:00","22.118","22.347","22.306","21.918"
"09:56:00","22.120","22.343","22.305","21.919"
"09:57:00","22.118","22.343","22.302","21.918"
"09:58:00","22.119","22.345","22.305","21.916"
"09:59:00","22.119","22.347","22.306","21.915"
"10:00:00","22.115","22.343","22.304","21.916"
"10:00:00","22.115","22.343","22.304","21.916"
"10:01:00","22.116","22.341","22.303","21.914"
"10:02:00","22.114","22.340","22.301","21.913"
"10:03:00","22.116","22.338","22.303","21.916"
"10:04:00","22.116","22.339","22.302","21.914"
"10:05:00","22.116","22.341","22.303","21.915"
"10:06:00","22.113","22.346","22.306","21.914"
"10:07:00","22.113","22.349","22.308","21.913"
"10:08:00","22.116","22.354","22.313","21.913"
"10:09:00","22.117","22.358","22.315","21.914"
"10:10:00","22.116","22.359","22.316","21.913"
"10:11:00","22.117","22.360","22.318","21.912"
"10:12:00","22.120","22.359","22.317","21.912"
"10:13:00","22.122","22.364","22.320","21.913"
"10:14:00","22.122","22.366","22.321","21.914"
"10:15:00","22.126","22.368","22.324","21.914"
"10:16:00","22.129","22.374","22.329","21.915"
"10:17:00","22.132","22.378","22.333","21.918"
"10:18:00","22.135","22.380","22.335","21.919"
"10:19:00","22.132","22.381","22.336","21.920"
"10:20:00","22.131","22.381","22.337","21.919"
"10:20:00","22.131","22.381","22.337","21.919"
"10:21:00","22.133","22.382","22.337","21.919"
"10:22:00","22.135","22.383","22.338","21.922"
"10:23:00","22.135","22.386","22.341","21.920"
"10:24:00","22.139","22.391","22.344","21.921"
"10:25:00","22.138","22.388","22.345","21.923"
"10:26:00","22.139","22.391","22.345","21.924"
"10:27:00","22.140","22.390","22.347","21.923"
"10:28:00","22.141","22.394","22.350","21.924"
"10:29:00","22.143","22.399","22.349","21.924"
"10:30:00","22.142","22.400","22.353","21.923"
"10:31:00","22.140","22.396","22.348","21.924"
"10:32:00","22.143","22.399","22.352","21.925"
"10:33:00","22.144","22.398","22.353","21.926"
"10:34:00","22.145","22.397","22.354","21.926"
"10:35:00","22.146","22.401","22.358","21.927"
"10:36:00","22.147","22.403","22.360","21.930"
"10:37:00","22.147","22.401","22.360","21.927"
"10:38:00","22.148","22.403","22.362","21.927"
"10:39:00","22.150","22.403","22.360","21.929"
"10:40:00","22.152","22.406","22.362","21.928"
"10:40:00","22.152","22.406","22.362","21.928"
"10:41:00","22.155","22.409","22.366","21.930"
"10:42:00","22.157","22.410","22.367","21.932"
"10:43:00","22.159","22.416","22.369","21.933"
"10:44:00","22.157","22.416","22.373","21.935"
"10:45:00","22.158","22.420","22.372","21.938"
"10:46:00","22.156","22.419","22.372","21.935"
"10:47:00","22.156","22.416","22.373","21.937"
"10:48:00","22.158","22.418","22.372","21.936"
"10:49:00","22.160","22.418","22.374","21.939"
"10:50:00","22.163","22.421","22.378","21.941"
"10:51:00","22.163","22.425","22.382","21.940"
"10:52:00","22.161","22.425","22.379","21.940"
"10:53:00","22.163","22.426","22.381","21.940"
"10:54:00","22.163","22.425","22.378","21.942"
"10:55:00","22.162","22.423","22.378","21.942"
"10:56:00","22.164","22.423","22.378","21.943"
"10:57:00","22.165","22.422","22.378","21.941"
"10:58:00","22.164","22.419","22.377","21.942"
"10:59:00","22.166","22.422","22.379","21.945"
"11:00:00","22.166","22.422","22.380","21.945"
"11:00:00","22.166","22.422","22.380","21.945"
"11:01:00","22.166","22.424","22.380","21.945"
"11:02:00","22.166","22.426","22.379","21.947"
"11:03:00","22.165","22.428","22.380","21.947"
"11:04:00","22.166","22.426","22.379","21.946"
"11:05:00","22.167","22.427","22.379","21.945"
"11:06:00","22.170","22.428","22.382","21.948"
"11:07:00","22.168","22.426","22.379","21.949"
"11:08:00","22.168","22.423","22.379","21.948"
"11:09:00","22.165","22.424","22.380","21.949"
"11:10:00","22.166","22.426","22.380","21.947"
"11:11:00","22.168","22.423","22.380","21.949"
"11:12:00","22.164","22.422","22.378","21.948"
"11:13:00","22.162","22.420","22.379","21.950"
"11:14:00","22.164","22.421","22.378","21.949"
"11:15:00","22.165","22.425","22.380","21.949"
"11:16:00","22.164","22.421","22.378","21.949"
"11:17:00","22.166","22.424","22.379","21.949"
"11:18:00","22.166","22.423","22.380","21.951"
"11:19:00","22.167","22.425","22.382","21.950"
"11:20:00","22.170","22.425","22.380","21.951"
"11:20:00","22.170","22.425","22.380","21.951"
"11:21:00","22.168","22.422","22.381","21.951"
"11:22:00","22.165","22.420","22.378","21.952"
"11:23:00","22.166","22.419","22.378","21.952"
"11:24:00","22.170","22.427","22.383","21.953"
"11:25:00","22.171","22.428","22.385","21.953"
"11:26:00","22.172","22.430","22.387","21.954"
"11:27:00","22.176","22.432","22.390","21.955"
"11:28:00","22.178","22.437","22.393","21.958"
"11:29:00","22.181","22.443","22.396","21.959"
"11:30:00","22.184","22.448","22.401","21.959"
"11:31:00","22.185","22.455","22.404","21.959"
"11:32:00","22.185","22.454","22.407","21.960"
"11:33:00","22.189","22.459","22.409","21.961"
"11:34:00","22.190","22.461","22.409","21.962"
"11:35:00","22.188","22.459","22.410","21.961"
"11:36:00","22.187","22.456","22.407","21.961"
"11:37:00","22.186","22.451","22.405","21.961"
"11:38:00","22.187","22.452","22.402","21.963"
"11:39:00","22.185","22.451","22.404","21.963"
"11:40:00","22.183","22.448","22.400","21.964"
"11:40:00","22.183","22.448","22.400","21.964"
"11:41:00","22.181","22.448","22.401","21.963"
"11:42:00","22.180","22.448","22.400","21.962"
"11:43:00","22.178","22.444","22.399","21.961"
"11:44:00","22.179","22.446","22.400","21.963"
"11:45:00","22.180","22.444","22.399","21.962"
"11:46:00","22.180","22.442","22.395","21.962"
"11:47:00","22.178","22.437","22.392","21.964"
"11:48:00","22.175","22.432","22.389","21.963"
"11:49:00","22.177","22.433","22.392","21.961"
"11:50:00","22.176","22.433","22.392","21.963"
"11:51:00","22.177","22.435","22.392","21.963"
"11:52:00","22.175","22.434","22.392","21.962"
"11:53:00","22.171","22.431","22.389","21.962"
"11:54:00","22.171","22.430","22.387","21.960"
"11:55:00","22.174","22.428","22.387","21.959"
"11:56:00","22.177","22.430","22.389","21.961"
"11:57:00","22.175","22.430","22.386","21.961"
"11:58:00","22.174","22.432","22.387","21.962"
"11:59:00","22.175","22.432","22.386","21.961"
"12:00:00","22.176","22.427","22.385","21.963"
"12:00:00","22.176","22.427","22.385","21.963"
"12:01:00","22.173","22.426","22.383","21.960"
"12:02:00","22.170","22.424","22.380","21.961"
"12:03:00","22.171","22.425","22.381","21.960"
"12:04:00","22.171","22.424","22.381","21.960"
"12:05:00","22.170","22.419","22.377","21.959"
"12:06:00","22.167","22.419","22.375","21.959"
"12:07:00","22.170","22.421","22.376","21.956"
"12:08:00","22.173","22.425","22.381","21.959"
"12:09:00","22.174","22.426","22.380","21.959"
"12:10:00","22.174","22.424","22.377","21.960"
"12:11:00","22.174","22.426","22.380","21.960"
"12:12:00","22.172","22.423","22.380","21.961"
"12:13:00","22.170","22.421","22.378","21.958"
"12:14:00","22.173","22.423","22.381","21.959"
"12:15:00","22.177","22.426","22.382","21.958"
"12:16:00","22.179","22.425","22.385","21.961"
"12:17:00","22.177","22.427","22.385","21.961"
"12:18:00","22.175","22.425","22.384","21.962"
"12:19:00","22.173","22.427","22.382","21.961"
"12:20:00","22.172","22.427","22.381","21.960"
"12:20:00","22.172","22.427","22.381","21.960"
"12:21:00","22.171","22.424","22.380","21.960"
"12:22:00","22.172","22.423","22.382","21.961"
"12:23:00","22.171","22.424","22.380","21.960"
"12:24:00","22.173","22.429","22.382","21.961"
"12:25:00","22.173","22.426","22.380","21.960"
"12:26:00","22.172","22.426","22.381","21.960"
"12:27:00","22.178","22.431","22.389","21.961"
"12:28:00","22.177","22.432","22.390","21.964"
"12:29:00","22.177","22.430","22.389","21.963"
"12:30:00","22.177","22.436","22.394","21.963"
"12:31:00","22.176","22.432","22.393","21.964"
"12:32:00","22.176","22.429","22.387","21.963"
"12:33:00","22.176","22.433","22.390","21.963"
"12:34:00","22.177","22.430","22.390","21.965"
"12:35:00","22.177","22.429","22.389","21.963"
"12:36:00","22.177","22.430","22.390","21.963"
"12:37:00","22.177","22.432","22.390","21.963"
"12:38:00","22.179","22.435","22.393","21.964"
"12:39:00","22.179","22.436","22.392","21.963"
"12:40:00","22.183","22.438","22.398","21.964"
"12:40:00","22.183","22.438","22.398","21.964"
"12:41:00","22.183","22.441","22.399","21.966"
"12:42:00","22.181","22.442","22.396","21.967"
"12:43:00","22.180","22.438","22.395","21.966"
"12:44:00","22.179","22.437","22.395","21.965"
"12:45:00","22.180","22.437","22.393","21.965"
"12:46:00","22.181","22.434","22.393","21.964"
"12:47:00","22.179","22.434","22.391","21.965"
"12:48:00","22.180","22.431","22.390","21.963"
"12:49:00","22.184","22.435","22.393","21.965"
"12:50:00","22.180","22.436","22.394","21.967"
"12:51:00","22.181","22.433","22.394","21.968"
"12:52:00","22.180","22.432","22.391","21.967"
"12:53:00","22.181","22.430","22.391","21.966"
"12:54:00","22.180","22.429","22.389","21.966"
"12:55:00","22.178","22.430","22.390","21.967"
"12:56:00","22.179","22.432","22.392","21.966"
"12:57:00","22.178","22.432","22.392","21.967"
"12:58:00","22.178","22.435","22.393","21.966"
"12:59:00","22.180","22.431","22.391","21.967"
"13:00:00","22.179","22.430","22.391","21.965"
"13:00:00","22.179","22.430","22.391","21.965"
"13:01:00","22.179","22.430","22.392","21.966"
"13:02:00","22.182","22.436","22.394","21.965"
"13:03:00","22.183","22.440","22.397","21.965"
"13:04:00","22.182","22.440","22.398","21.969"
"13:05:00","22.181","22.437","22.397","21.967"
"13:06:00","22.179","22.437","22.394","21.968"
"13:07:00","22.180","22.438","22.394","21.967"
"13:08:00","22.182","22.438","22.394","21.967"
"13:09:00","22.181","22.436","22.393","21.966"
"13:10:00","22.180","22.436","22.392","21.966"
"13:11:00","22.176","22.432","22.391","21.967"
"13:12:00","22.178","22.434","22.393","21.967"
"13:13:00","22.177","22.438","22.396","21.965"
"13:14:00","22.179","22.441","22.397","21.967"
"13:15:00","22.182","22.445","22.400","21.967"
"13:16:00","22.183","22.446","22.403","21.966"
"13:17:00","22.183","22.447","22.403","21.967"
"13:18:00","22.186","22.450","22.403","21.968"
"13:19:00","22.190","22.451","22.407","21.969"
"13:20:00","22.192","22.449","22.405","21.970"
"13:20:00","22.192","22.449","22.405","21.970"
"13:21:00","22.192","22.450","22.407","21.971"
"13:22:00","22.188","22.450","22.405","21.971"
"13:23:00","22.187","22.448","22.402","21.972"
"13:24:00","22.189","22.448","22.402","21.970"
"13:25:00","22.185","22.447","22.402","21.970"
"13:26:00","22.184","22.445","22.400","21.968"
"13:27:00","22.186","22.445","22.400","21.970"
"13:28:00","22.184","22.444","22.402","21.969"
"13:29:00","22.186","22.450","22.403","21.973"
"13:30:00","22.187","22.450","22.404","21.973"
"13:31:00","22.186","22.447","22.403","21.970"
"13:32:00","22.185","22.450","22.403","21.972"
"13:33:00","22.186","22.450","22.406","21.972"
"13:34:00","22.189","22.449","22.406","21.974"
"13:35:00","22.190","22.451","22.406","21.975"
"13:36:00","22.190","22.450","22.407","21.975"
"13:37:00","22.190","22.445","22.405","21.976"
"13:38:00","22.188","22.445","22.403","21.975"
"13:39:00","22.187","22.444","22.401","21.972"
"13:40:00","22.187","22.439","22.397","21.973"
"13:40:00","22.187","22.439","22.397","21.973"
"13:41:00","22.184","22.439","22.396","21.972"
"13:42:00","22.183","22.440","22.398","21.973"
"13:43:00","22.185","22.440","22.400","21.974"
"13:44:00","22.186","22.444","22.402","21.974"
"13:45:00","22.188","22.445","22.403","21.973"
"13:46:00","22.188","22.445","22.400","21.974"
"13:47:00","22.189","22.442","22.401","21.973"
"13:48:00","22.188","22.445","22.402","21.974"
"13:49:00","22.189","22.440","22.400","21.975"
"13:50:00","22.185","22.437","22.397","21.974"
"13:51:00","22.186","22.437","22.396","21.974"
"13:52:00","22.187","22.437","22.394","21.973"
"13:53:00","22.187","22.440","22.398","21.973"
"13:54:00","22.190","22.445","22.400","21.974"
"13:55:00","22.192","22.449","22.403","21.975"
"13:56:00","22.194","22.450","22.405","21.974"
"13:57:00","22.195","22.452","22.408","21.974"
"13:58:00","22.200","22.455","22.412","21.976"
"13:59:00","22.201","22.458","22.415","21.977"
"14:00:00","22.200","22.461","22.417","21.976"
"14:00:00","22.200","22.461","22.417","21.976"
"14:01:00","22.198","22.461","22.417","21.979"
"14:02:00","22.199","22.463","22.418","21.980"
"14:03:00","22.198","22.466","22.419","21.979"
"14:04:00","22.199","22.465","22.420","21.981"
"14:05:00","22.199","22.465","22.421","21.979"
"14:06:00","22.200","22.463","22.423","21.982"
"14:07:00","22.200","22.465","22.420","21.981"
"14:08:00","22.199","22.466","22.419","21.980"
"14:09:00","22.201","22.469","22.424","21.980"
"14:10:00","22.202","22.470","22.425","21.981"
"14:11:00","22.206","22.478","22.430","21.984"
"14:12:00","22.209","22.478","22.429","21.985"
"14:13:00","22.207","22.474","22.428","21.985"
"14:14:00","22.205","22.475","22.425","21.985"
"14:15:00","22.207","22.470","22.426","21.985"
"14:16:00","22.208","22.470","22.428","21.988"
"14:17:00","22.207","22.467","22.427","21.987"
"14:18:00","22.204","22.467","22.426","21.986"
"14:19:00","22.205","22.463","22.422","21.986"
"14:20:00","22.205","22.463","22.425","21.987"
"14:20:00","22.205","22.463","22.425","21.987"
"14:21:00","22.201","22.464","22.423","21.986"
"14:22:00","22.202","22.464","22.420","21.987"
"14:23:00","22.203","22.463","22.421","21.986"
"14:24:00","22.203","22.460","22.420","21.986"
"14:25:00","22.207","22.463","22.421","21.989"
"14:26:00","22.202","22.461","22.422","21.988"
"14:27:00","22.202","22.457","22.419","21.988"
"14:28:00","22.202","22.457","22.418","21.988"
"14:29:00","22.199","22.459","22.420","21.990"
"14:30:00","22.202","22.461","22.420","21.991"
"14:31:00","22.203","22.459","22.417","21.989"
"14:32:00","22.203","22.458","22.415","21.990"
"14:33:00","22.201","22.455","22.413","21.990"
"14:34:00","22.197","22.455","22.413","21.989"
"14:35:00","22.198","22.454","22.411","21.990"
"14:36:00","22.196","22.449","22.408","21.988"
"14:37:00","22.196","22.443","22.404","21.986"
"14:38:00","22.195","22.438","22.403","21.985"
"14:39:00","22.192","22.436","22.399","21.983"
"14:40:00","22.192","22.438","22.398","21.984"
"14:40:00","22.192","22.438","22.398","21.984"
"14:41:00","22.190","22.438","22.397","21.982"
"14:42:00","22.190","22.432","22.397","21.981"
"14:43:00","22.186","22.433","22.396","21.980"
"14:44:00","22.181","22.430","22.394","21.979"
"14:45:00","22.183","22.428","22.390","21.977"
"14:46:00","22.183","22.425","22.387","21.978"
"14:47:00","22.182","22.428","22.389","21.977"
"14:48:00","22.180","22.429","22.388","21.975"
"14:49:00","22.182","22.433","22.391","21.976"
"14:50:00","22.181","22.429","22.390","21.976"
"14:51:00","22.180","22.427","22.386","21.973"
"14:52:00","22.181","22.427","22.387","21.975"
"14:53:00","22.182","22.430","22.386","21.973"
"14:54:00","22.182","22.432","22.388","21.975"
"14:55:00","22.185","22.436","22.390","21.975"
"14:56:00","22.184","22.439","22.392","21.975"
"14:57:00","22.183","22.442","22.394","21.975"
"14:58:00","22.185","22.441","22.396","21.973"
"14:59:00","22.188","22.439","22.392","21.975"
"15:00:00","22.187","22.433","22.391","21.975"
"15:00:00","22.187","22.433","22.391","21.975"
"15:01:00","22.186","22.430","22.389","21.975"
"15:02:00","22.187","22.437","22.392","21.974"
"15:03:00","22.188","22.436","22.391","21.973"
"15:04:00","22.185","22.436","22.393","21.973"
"15:05:00","22.186","22.435","22.391","21.975"
"15:06:00","22.183","22.433","22.390","21.974"
"15:07:00","22.186","22.437","22.392","21.975"
"15:08:00","22.188","22.440","22.393","21.974"
"15:09:00","22.186","22.443","22.394","21.976"
"15:10:00","22.185","22.442","22.395","21.973"
"15:11:00","22.185","22.444","22.397","21.973"
"15:12:00","22.185","22.448","22.401","21.974"
"15:13:00","22.187","22.447","22.401","21.975"
"15:14:00","22.187","22.447","22.401","21.974"
"15:15:00","22.190","22.451","22.402","21.975"
"15:16:00","22.191","22.450","22.401","21.973"
"15:17:00","22.194","22.451","22.406","21.975"
"15:18:00","22.195","22.451","22.409","21.976"
"15:19:00","22.197","22.458","22.413","21.977"
"15:20:00","22.198","22.455","22.412","21.978"
"15:20:00","22.198","22.455","22.412","21.978"
"15:21:00","22.196","22.454","22.411","21.978"
"15:22:00","22.195","22.456","22.410","21.979"
"15:23:00","22.197","22.459","22.411","21.977"
"15:24:00","22.196","22.460","22.413","21.976"
"15:25:00","22.195","22.463","22.414","21.978"
"15:26:00","22.197","22.459","22.412","21.980"
"15:27:00","22.192","22.456","22.413","21.980"
"15:28:00","22.193","22.456","22.409","21.980"
"15:29:00","22.193","22.457","22.411","21.981"
"15:30:00","22.195","22.459","22.413","21.980"
"15:31:00","22.197","22.458","22.413","21.982"
"15:32:00","22.196","22.460","22.415","21.980"
"15:33:00","22.198","22.459","22.416","21.982"
"15:34:00","22.197","22.457","22.416","21.980"
"15:35:00","22.197","22.454","22.414","21.982"
"15:36:00","22.194","22.454","22.411","21.982"
"15:37:00","22.195","22.452","22.409","21.980"
"15:38:00","22.196","22.456","22.413","21.981"
"15:39:00","22.194","22.455","22.414","21.980"
"15:40:00","22.192","22.454","22.412","21.980"
"15:40:00","22.192","22.454","22.412","21.980"
"15:41:00","22.195","22.452","22.411","21.982"
"15:42:00","22.193","22.450","22.408","21.981"
"15:43:00","22.193","22.447","22.409","21.979"
"15:44:00","22.195","22.449","22.410","21.979"
"15:45:00","22.192","22.451","22.405","21.976"
"15:46:00","22.193","22.448","22.407","21.979"
"15:47:00","22.193","22.447","22.405","21.980"
"15:48:00","22.194","22.447","22.405","21.981"
"15:49:00","22.196","22.449","22.407","21.980"
"15:50:00","22.197","22.450","22.406","21.981"
"15:51:00","22.196","22.448","22.408","21.979"
"15:52:00","22.196","22.443","22.404","21.980"
"15:53:00","22.192","22.442","22.400","21.979"
"15:54:00","22.193","22.441","22.400","21.979"
"15:55:00","22.192","22.441","22.399","21.979"
"15:56:00","22.190","22.441","22.397","21.980"
"15:57:00","22.188","22.439","22.396","21.978"
"15:58:00","22.188","22.436","22.395","21.978"
"15:59:00","22.186","22.439","22.396","21.976"
"16:00:00","22.186","22.439","22.399","21.977"
"16:00:00","22.186","22.439","22.399","21.977"
"16:01:00","22.185","22.438","22.397","21.977"
"16:02:00","22.188","22.442","22.401","21.976"
"16:03:00","22.188","22.443","22.401","21.977"
"16:04:00","22.192","22.444","22.405","21.977"
"16:05:00","22.196","22.452","22.406","21.979"
"16:06:00","22.195","22.451","22.408","21.980"
"16:07:00","22.190","22.450","22.405","21.979"
"16:08:00","22.192","22.452","22.407","21.979"
"16:09:00","22.195","22.455","22.409","21.979"
"16:10:00","22.196","22.454","22.410","21.980"
"16:11:00","22.200","22.459","22.415","21.982"
"16:12:00","22.205","22.463","22.421","21.981"
"16:13:00","22.208","22.469","22.421","21.984"
"16:14:00","22.211","22.474","22.427","21.985"
"16:15:00","22.218","22.486","22.436","21.987"
"16:16:00","22.223","22.488","22.440","21.990"
"16:17:00","22.224","22.488","22.441","21.992"
"16:18:00","22.227","22.493","22.443","21.995"
"16:19:00","22.227","22.496","22.447","21.996"
"16:20:00","22.226","22.498","22.447","21.996"
"16:20:00","22.226","22.498","22.447","21.996"
"16:21:00","22.227","22.499","22.449","21.998"
"16:22:00","22.227","22.499","22.450","21.998"
"16:23:00","22.223","22.495","22.447","21.997"
"16:24:00","22.223","22.495","22.445","21.999"
"16:25:00","22.224","22.493","22.444","21.996"
"16:26:00","22.225","22.493","22.447","21.998"
"16:27:00","22.224","22.494","22.448","21.998"
"16:28:00","22.223","22.492","22.446","21.997"
"16:29:00","22.226","22.494","22.445","21.998"
"16:30:00","22.225","22.496","22.449","22.000"
"16:31:00","22.221","22.490","22.449","22.000"
"16:32:00","22.219","22.487","22.444","21.998"
"16:33:00","22.218","22.488","22.443","21.997"
"16:34:00","22.218","22.484","22.444","21.999"
"16:35:00","22.214","22.481","22.440","22.000"
"16:36:00","22.214","22.479","22.437","21.999"
"16:37:00","22.214","22.474","22.433","21.998"
"16:38:00","22.217","22.474","22.435","21.998"
"16:39:00","22.218","22.471","22.435","21.998"
"16:40:00","22.218","22.471","22.435","22.001"
"16:40:00","22.218","22.471","22.435","22.001"
"16:41:00","22.220","22.475","22.436","22.000"
"16:42:00","22.220","22.475","22.435","22.002"
"16:43:00","22.221","22.475","22.434","22.002"
"16:44:00","22.221","22.479","22.436","22.001"
"16:45:00","22.219","22.476","22.436","22.002"
"16:46:00","22.220","22.477","22.436","22.002"
"16:47:00","22.219","22.475","22.433","22.002"
"16:48:00","22.216","22.472","22.431","21.999"
"16:49:00","22.216","22.474","22.432","22.002"
"16:50:00","22.211","22.470","22.428","21.998"
"16:51:00","22.209","22.464","22.423","21.995"
"16:52:00","22.207","22.458","22.419","21.996"
"16:53:00","22.201","22.456","22.414","21.995"
"16:54:00","22.198","22.453","22.413","21.993"
"16:55:00","22.196","22.445","22.407","21.990"
"16:56:00","22.195","22.441","22.404","21.993"
"16:57:00","22.192","22.441","22.404","21.989"
"16:58:00","22.194","22.443","22.403","21.989"
"16:59:00","22.196","22.441","22.405","21.992"
"17:00:00","22.195","22.443","22.403","21.990"
"17:00:00","22.195","22.443","22.403","21.990"
"17:01:00","22.198","22.445","22.405","21.990"
"17:02:00","22.199","22.451","22.407","21.991"
"17:03:00","22.201","22.448","22.407","21.989"
"17:04:00","22.199","22.446","22.403","21.990"
"17:05:00","22.197","22.443","22.402","21.990"
"17:06:00","22.198","22.448","22.406","21.989"
"17:07:00","22.200","22.449","22.405","21.989"
"17:08:00","22.201","22.452","22.409","21.989"
"17:09:00","22.203","22.454","22.411","21.989"
"17:10:00","22.203","22.457","22.410","21.989"
"17:11:00","22.204","22.457","22.414","21.989"
"17:12:00","22.201","22.456","22.412","21.989"
"17:13:00","22.201","22.456","22.412","21.989"
"17:14:00","22.199","22.453","22.409","21.989"
"17:15:00","22.200","22.449","22.409","21.989"
"17:16:00","22.197","22.447","22.407","21.988"
"17:17:00","22.198","22.449","22.406","21.988"
"17:18:00","22.197","22.446","22.404","21.988"
"17:19:00","22.198","22.449","22.408","21.988"
"17:20:00","22.202","22.453","22.410","21.987"
"17:20:00","22.202","22.453","22.410","21.987"
"17:21:00","22.199","22.453","22.411","21.988"
"17:22:00","22.200","22.455","22.411","21.987"
"17:23:00","22.200","22.457","22.412","21.988"
"17:24:00","22.200","22.462","22.415","21.990"
"17:25:00","22.201","22.463","22.415","21.990"
"17:26:00","22.201","22.462","22.414","21.991"
"17:27:00","22.203","22.461","22.416","21.991"
"17:28:00","22.202","22.461","22.415","21.991"
"17:29:00","22.205","22.465","22.417","21.992"
"17:30:00","22.207","22.465","22.417","21.993"
"17:31:00","22.207","22.462","22.417","21.993"
"17:32:00","22.208","22.459","22.414","21.991"
"17:33:00","22.210","22.458","22.414","21.992"
"17:34:00","22.208","22.461","22.416","21.993"
"17:35:00","22.209","22.466","22.419","21.994"
"17:36:00","22.208","22.463","22.417","21.993"
"17:37:00","22.207","22.461","22.418","21.992"
"17:38:00","22.210","22.464","22.420","21.993"
"17:39:00","22.212","22.463","22.421","21.994"
"17:40:00","22.214","22.469","22.423","21.996"
"17:40:00","22.214","22.469","22.423","21.996"
"17:41:00","22.211","22.468","22.422","21.994"
"17:42:00","22.214","22.473","22.428","21.996"
"17:43:00","22.214","22.476","22.428","21.996"
"17:44:00","22.213","22.477","22.431","21.995"
"17:45:00","22.209","22.473","22.427","21.995"
"17:46:00","22.209","22.469","22.426","21.995"
"17:47:00","22.210","22.467","22.423","21.997"
"17:48:00","22.211","22.468","22.425","21.997"
"17:49:00","22.215","22.470","22.425","21.998"
"17:50:00","22.215","22.467","22.424","21.999"
"17:51:00","22.216","22.466","22.425","21.997"
"17:52:00","22.215","22.465","22.423","21.998"
"17:53:00","22.211","22.462","22.421","21.999"
"17:54:00","22.215","22.467","22.425","21.999"
"17:55:00","22.215","22.468","22.425","22.001"
"17:56:00","22.217","22.470","22.430","22.001"
"17:57:00","22.213","22.471","22.427","22.001"
"17:58:00","22.214","22.470","22.429","22.002"
"17:59:00","22.210","22.468","22.424","22.001"
"18:00:00","22.212","22.471","22.430","21.998"
"18:00:00","22.212","22.471","22.430","21.998"
"18:01:00","22.212","22.475","22.428","21.999"
"18:02:00","22.213","22.476","22.429","22.002"
"18:03:00","22.215","22.477","22.430","22.001"
"18:04:00","22.212","22.473","22.427","22.001"
"18:05:00","22.214","22.470","22.425","22.001"
"18:06:00","22.215","22.474","22.429","22.001"
"18:07:00","22.216","22.475","22.431","22.001"
"18:08:00","22.218","22.473","22.432","22.003"
"18:09:00","22.216","22.473","22.432","22.003"
"18:10:00","22.216","22.476","22.433","22.003"
"18:11:00","22.220","22.477","22.432","22.004"
"18:12:00","22.222","22.478","22.432","22.005"
"18:13:00","22.223","22.477","22.433","22.007"
"18:14:00","22.221","22.479","22.435","22.008"
"18:15:00","22.223","22.481","22.436","22.007"
"18:16:00","22.229","22.485","22.440","22.008"
"18:17:00","22.229","22.487","22.442","22.010"
"18:18:00","22.226","22.484","22.438","22.009"
"18:19:00","22.220","22.480","22.435","22.008"
"18:20:00","22.219","22.481","22.433","22.009"
"18:20:00","22.219","22.481","22.433","22.009"
"18:21:00","22.219","22.486","22.439","22.008"
"18:22:00","22.221","22.488","22.441","22.008"
"18:23:00","22.225","22.488","22.442","22.007"
"18:24:00","22.224","22.491","22.442","22.007"
"18:25:00","22.225","22.494","22.447","22.008"
"18:26:00","22.230","22.498","22.449","22.008"
